[13, 0, 16, 20172, 31, 3, 3, 2, 9, 9, 11, 12, 2, 4, 4, 2, 2, 3, 2, 4, 2, 2, 7, 6, 6, 6, 6, 6, 3, 12, 3],
[9, 0, 17, 20182, 28, 1, 5, 3, 8, 10, 4, 12, 1, 4, 2, 1, 1, 4, 2, 4, 2, 2, 6, 6, 6, 6, 5, 6, 2, 9, 2],
[7, 1, 18, 20182, 2, 2, 5, 2, 9, 9, 12, 12, 1, 1, 1, 1, 1, 4, 2, 1, 2, 2, 6, 5, 4, 5, 4, 5, 2, 9, 2],
[13, 1, 16, 20172, 5, 2, 3, 2, 10, 10, 13, 12, 1, 4, 2, 2, 1, 4, 2, 1, 2, 2, 7, 6, 6, 5, 6, 6, 3, 11, 3],
[15, 1, 17, 20182, 31, 1, 3, 3, 9, 11, 13, 3, 1, 2, 2, 1, 1, 2, 2, 4, 2, 2, 5, 6, 5, 5, 6, 5, 2, 11, 3],
[2, 0, 17, 20172, 11, 1, 5, 3, 8, 8, 1, 12, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 5, 5, 5, 5, 5, 5, 2, 8, 1],
[1, 1, 17, 20182, 2, 2, 3, 2, 9, 9, 4, 12, 2, 2, 1, 2, 5, 2, 1, 1, 2, 4, 5, 4, 4, 5, 5, 5, 2, 10, 2],
[13, 0, 16, 20182, 31, 2, 5, 3, 9, 9, 3, 12, 1, 2, 2, 4, 1, 2, 2, 4, 2, 2, 6, 6, 6, 5, 5, 6, 3, 11, 3],
[14, 1, 16, 20182, 5, 2, 3, 2, 9, 9, 4, 12, 3, 4, 4, 1, 1, 3, 1, 1, 2, 1, 7, 7, 7, 7, 6, 7, 3, 12, 3],
[13, 1, 16, 20172, 2, 2, 3, 3, 9, 11, 4, 9, 3, 2, 2, 1, 3, 4, 2, 1, 2, 2, 7, 7, 7, 7, 7, 7, 3, 12, 3],
[7, 0, 17, 20172, 4, 1, 3, 2, 10, 10, 4, 12, 3, 4, 4, 3, 3, 1, 2, 3, 2, 2, 6, 6, 5, 5, 5, 5, 2, 10, 2],
[7, 1, 16, 20182, 14, 1, 3, 2, 7, 9, 13, 12, 1, 1, 2, 3, 1, 2, 2, 1, 2, 2, 6, 7, 6, 5, 6, 6, 2, 9, 2],
[15, 0, 17, 20172, 2, 3, 3, 4, 9, 9, 3, 12, 1, 2, 2, 1, 3, 2, 2, 1, 2, 2, 7, 5, 6, 6, 5, 6, 2, 11, 3],
[13, 0, 16, 20172, 2, 2, 1, 2, 9, 1, 1, 5, 2, 1, 1, 1, 3, 4, 2, 1, 2, 1, 6, 5, 5, 6, 5, 6, 2, 11, 3],
[7, 0, 17, 20172, 2, 1, 3, 2, 8, 8, 1, 12, 1, 1, 1, 1, 1, 3, 2, 1, 2, 2, 4, 4, 4, 4, 4, 4, 2, 9, 2],
[1, 1, 18, 20172, 7, 1, 3, 2, 8, 8, 1, 12, 1, 4, 4, 1, 5, 3, 2, 4, 2, 2, 6, 6, 6, 6, 6, 6, 2, 10, 2],
[7, 0, 18, 20182, 5, 2, 3, 2, 9, 9, 6, 12, 2, 4, 4, 2, 3, 3, 2, 1, 2, 5, 5, 4, 5, 5, 5, 5, 3, 10, 2],
[13, 1, 17, 20182, 5, 2, 3, 3, 8, 7, 1, 12, 2, 1, 2, 2, 1, 4, 2, 4, 2, 5, 6, 6, 6, 6, 5, 6, 3, 10, 2],
[13, 0, 16, 20172, 5, 2, 3, 2, 9, 9, 10, 12, 2, 1, 2, 2, 3, 3, 2, 1, 2, 2, 6, 5, 6, 5, 6, 6, 2, 10, 2],
[9, 0, 18, 20182, 31, 2, 5, 3, 10, 7, 1, 12, 2, 4, 2, 1, 5, 3, 2, 1, 1, 2, 5, 4, 4, 4, 4, 4, 2, 10, 2],
[7, 1, 18, 20182, 2, 1, 5, 2, 8, 9, 10, 10, 1, 2, 4, 1, 1, 3, 2, 4, 2, 2, 5, 5, 5, 5, 5, 5, 2, 9, 2],
[7, 1, 17, 20172, 4, 3, 5, 3, 9, 10, 4, 12, 1, 2, 4, 4, 1, 3, 2, 1, 2, 2, 6, 5, 5, 6, 5, 6, 2, 11, 2],
[1, 0, 17, 20172, 2, 1, 5, 2, 10, 8, 10, 12, 2, 3, 1, 2, 1, 1, 1, 1, 2, 1, 5, 5, 5, 5, 6, 5, 2, 9, 2],
[13, 0, 17, 20182, 5, 1, 5, 2, 8, 9, 4, 12, 2, 1, 4, 1, 3, 1, 2, 4, 2, 5, 6, 5, 6, 6, 5, 6, 3, 10, 2],
[15, 0, 17, 20172, 2, 2, 7, 4, 8, 8, 4, 12, 1, 1, 4, 3, 1, 3, 2, 4, 2, 5, 6, 5, 5, 5, 5, 5, 2, 10, 2],
[13, 1, 16, 20172, 5, 2, 3, 2, 8, 9, 13, 10, 2, 4, 4, 2, 1, 4, 2, 1, 2, 2, 5, 5, 5, 5, 6, 5, 3, 11, 3],
[1, 0, 17, 20172, 2, 1, 5, 3, 8, 8, 1, 12, 1, 1, 1, 1, 3, 5, 2, 4, 2, 2, 6, 6, 6, 6, 5, 6, 2, 8, 1],
[1, 0, 17, 20182, 6, 1, 3, 2, 9, 11, 3, 3, 2, 2, 4, 4, 1, 3, 2, 1, 2, 2, 4, 5, 5, 4, 5, 5, 2, 10, 2],
[13, 1, 16, 20182, 2, 2, 3, 2, 10, 9, 13, 9, 1, 2, 2, 1, 5, 2, 2, 4, 2, 2, 6, 6, 5, 5, 6, 6, 3, 11, 3],
[7, 0, 18, 20172, 2, 1, 5, 3, 8, 7, 1, 12, 1, 1, 2, 1, 1, 4, 2, 1, 2, 2, 5, 4, 5, 4, 5, 5, 2, 10, 2],
[15, 0, 18, 20172, 5, 2, 3, 2, 9, 10, 13, 12, 2, 4, 4, 2, 3, 2, 2, 1, 2, 2, 6, 5, 5, 6, 5, 6, 2, 12, 3],
[15, 0, 16, 20172, 2, 1, 5, 3, 9, 9, 13, 12, 2, 4, 4, 4, 3, 1, 2, 1, 2, 2, 6, 5, 5, 4, 4, 5, 2, 11, 3],
[15, 1, 18, 20172, 14, 1, 7, 2, 7, 7, 1, 12, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 5, 5, 5, 5, 5, 5, 2, 10, 2],
[7, 0, 16, 20172, 15, 1, 3, 3, 8, 8, 1, 12, 3, 2, 1, 1, 1, 1, 2, 1, 2, 2, 7, 6, 6, 7, 6, 6, 2, 9, 2],
[18, 0, 16, 20182, 5, 4, 3, 3, 1, 1, 11, 11, 3, 4, 4, 4, 3, 4, 1, 1, 2, 1, 7, 7, 7, 7, 8, 7, 4, 14, 4],
[1, 0, 16, 20172, 31, 3, 3, 3, 8, 10, 11, 12, 3, 2, 4, 2, 3, 3, 1, 1, 2, 2, 7, 5, 6, 5, 6, 6, 3, 10, 2],
[7, 0, 16, 20172, 6, 1, 5, 2, 5, 7, 7, 12, 1, 1, 4, 1, 1, 3, 2, 4, 2, 2, 6, 6, 6, 6, 6, 6, 2, 9, 2],
[2, 0, 17, 20172, 7, 1, 3, 3, 7, 8, 1, 12, 2, 1, 2, 1, 1, 3, 2, 3, 2, 1, 6, 5, 6, 6, 5, 6, 2, 8, 1],
[1, 1, 17, 20172, 22, 1, 3, 2, 8, 8, 13, 12, 1, 3, 1, 1, 3, 1, 2, 4, 2, 2, 6, 6, 6, 6, 5, 6, 2, 9, 2],
[15, 0, 16, 20182, 2, 2, 3, 2, 9, 9, 1, 12, 1, 1, 1, 1, 1, 2, 2, 4, 2, 2, 5, 5, 5, 4, 4, 5, 2, 10, 2],
[16, 1, 17, 20182, 2, 2, 5, 2, 9, 9, 4, 12, 1, 4, 2, 1, 1, 4, 2, 4, 2, 2, 7, 5, 6, 5, 5, 6, 2, 12, 3],
[7, 1, 17, 20172, 6, 2, 3, 2, 10, 9, 5, 12, 1, 1, 2, 2, 5, 3, 2, 4, 2, 2, 5, 4, 5, 5, 5, 5, 2, 10, 2],
[1, 0, 17, 20172, 31, 1, 3, 2, 8, 8, 1, 12, 1, 1, 1, 1, 3, 3, 2, 3, 2, 2, 5, 5, 5, 5, 4, 5, 2, 8, 1],
[18, 1, 16, 20182, 5, 3, 3, 3, 1, 1, 11, 12, 3, 4, 4, 2, 1, 4, 1, 1, 2, 1, 7, 8, 7, 7, 7, 7, 3, 13, 3],
[15, 0, 16, 20182, 5, 1, 3, 2, 5, 9, 7, 10, 1, 2, 4, 4, 3, 1, 2, 1, 2, 2, 6, 5, 6, 6, 6, 6, 3, 11, 3],
[17, 1, 17, 20172, 5, 3, 3, 3, 1, 1, 4, 11, 3, 4, 4, 2, 3, 2, 1, 1, 2, 1, 6, 6, 6, 6, 6, 6, 3, 13, 3],
[13, 0, 16, 20182, 15, 2, 3, 2, 9, 9, 13, 12, 3, 1, 2, 2, 2, 3, 2, 4, 2, 2, 7, 7, 7, 7, 7, 7, 2, 10, 2],
[9, 1, 16, 20172, 31, 1, 3, 3, 5, 10, 7, 12, 1, 1, 1, 3, 3, 2, 2, 4, 2, 2, 5, 6, 6, 5, 4, 5, 2, 10, 2],
[3, 1, 17, 20172, 2, 2, 3, 2, 10, 9, 10, 12, 1, 4, 4, 1, 1, 2, 2, 4, 2, 2, 6, 6, 6, 6, 5, 6, 2, 10, 2],
[13, 1, 17, 20172, 5, 3, 5, 3, 9, 9, 7, 12, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 7, 7, 7, 7, 7, 7, 3, 11, 3],
[9, 0, 17, 20172, 15, 2, 5, 3, 8, 8, 10, 12, 2, 2, 2, 1, 1, 3, 2, 1, 2, 2, 6, 6, 6, 5, 5, 5, 2, 9, 2],
[13, 0, 17, 20172, 15, 2, 3, 3, 8, 8, 6, 12, 2, 1, 2, 3, 3, 2, 2, 4, 2, 2, 5, 6, 6, 5, 5, 6, 2, 11, 2],
[1, 1, 18, 20182, 2, 1, 3, 2, 8, 9, 5, 12, 2, 4, 4, 1, 1, 4, 2, 4, 2, 2, 5, 4, 4, 4, 4, 4, 2, 10, 2],
[16, 1, 16, 20172, 13, 2, 5, 2, 1, 1, 11, 11, 2, 1, 1, 1, 1, 4, 2, 4, 2, 2, 4, 3, 4, 4, 5, 4, 2, 11, 3],
[7, 1, 16, 20172, 2, 1, 3, 2, 9, 10, 7, 12, 1, 4, 4, 2, 5, 3, 2, 4, 2, 2, 6, 5, 6, 6, 6, 6, 3, 10, 2],
[13, 1, 17, 20182, 2, 2, 3, 2, 10, 9, 4, 12, 2, 2, 4, 2, 1, 4, 2, 4, 2, 2, 4, 4, 4, 4, 5, 4, 2, 11, 3],
[1, 0, 16, 20182, 5, 2, 3, 2, 8, 7, 7, 12, 1, 2, 4, 4, 2, 3, 2, 1, 2, 2, 7, 7, 6, 7, 7, 7, 3, 9, 2],
[1, 1, 18, 20182, 31, 2, 5, 2, 10, 10, 13, 12, 2, 4, 4, 2, 3, 2, 2, 1, 2, 2, 5, 6, 5, 4, 6, 5, 2, 10, 3],
[7, 0, 16, 20182, 31, 2, 3, 2, 8, 10, 5, 12, 1, 2, 2, 1, 1, 1, 1, 4, 2, 2, 6, 5, 5, 5, 5, 5, 3, 9, 2],
[1, 1, 17, 20182, 5, 1, 3, 3, 9, 11, 12, 12, 3, 4, 2, 4, 3, 2, 2, 1, 2, 1, 6, 5, 6, 5, 5, 5, 3, 10, 2],
[1, 0, 17, 20172, 28, 2, 5, 3, 8, 8, 1, 12, 1, 3, 3, 3, 1, 1, 2, 4, 1, 2, 5, 5, 5, 4, 5, 5, 2, 9, 2],
[1, 1, 19, 20172, 2, 1, 3, 2, 9, 10, 12, 12, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 5, 5, 5, 5, 5, 5, 2, 9, 2],
[13, 1, 16, 20182, 15, 3, 3, 3, 10, 7, 1, 12, 3, 4, 2, 1, 1, 4, 2, 4, 2, 2, 6, 6, 5, 6, 5, 6, 2, 11, 2],
[15, 0, 18, 20182, 5, 2, 3, 2, 9, 9, 10, 5, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 5, 4, 5, 4, 5, 4, 3, 10, 2],
[13, 0, 17, 20182, 5, 2, 3, 3, 10, 9, 13, 12, 2, 4, 2, 2, 1, 3, 2, 1, 2, 2, 5, 6, 6, 5, 5, 5, 2, 12, 3],
[1, 1, 16, 20172, 18, 1, 5, 4, 8, 10, 1, 12, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 5, 4, 5, 4, 4, 5, 1, 9, 2],
[9, 1, 17, 20182, 2, 1, 3, 3, 7, 9, 1, 12, 1, 4, 4, 4, 3, 3, 1, 1, 2, 4, 5, 4, 5, 4, 4, 5, 2, 10, 2],
[13, 0, 16, 20172, 5, 3, 3, 3, 1, 1, 11, 12, 3, 4, 4, 2, 1, 2, 2, 1, 2, 2, 7, 7, 7, 7, 6, 7, 3, 13, 3],
[14, 0, 16, 20182, 5, 2, 5, 4, 9, 1, 7, 12, 3, 2, 4, 2, 2, 3, 2, 4, 2, 2, 5, 4, 5, 5, 5, 5, 3, 12, 3],
[13, 1, 16, 20182, 5, 2, 3, 3, 9, 10, 10, 12, 2, 1, 2, 1, 1, 4, 2, 1, 2, 2, 6, 6, 6, 6, 5, 6, 3, 11, 2],
[15, 0, 16, 20172, 4, 1, 3, 3, 9, 9, 5, 12, 2, 3, 4, 1, 1, 3, 2, 1, 2, 2, 5, 3, 4, 4, 4, 4, 2, 11, 2],
[7, 0, 19, 20172, 2, 1, 5, 2, 7, 10, 12, 12, 1, 3, 2, 4, 1, 2, 2, 4, 2, 3, 4, 4, 4, 3, 5, 4, 2, 9, 2],
[15, 0, 18, 20182, 15, 2, 3, 3, 9, 9, 9, 12, 3, 4, 4, 2, 5, 4, 2, 1, 2, 2, 5, 4, 5, 4, 5, 5, 2, 11, 3],
[13, 1, 17, 20182, 5, 2, 5, 2, 10, 1, 4, 11, 1, 2, 4, 2, 3, 3, 2, 1, 2, 2, 6, 6, 6, 5, 6, 6, 2, 11, 3],
[13, 0, 16, 20182, 5, 1, 3, 2, 1, 1, 4, 12, 3, 4, 2, 1, 2, 3, 2, 1, 2, 2, 7, 6, 6, 6, 7, 6, 3, 12, 3],
[14, 0, 17, 20182, 5, 3, 5, 3, 9, 11, 11, 12, 4, 2, 4, 2, 1, 2, 2, 4, 2, 2, 6, 5, 6, 5, 7, 6, 3, 13, 3],
[7, 0, 16, 20172, 2, 2, 5, 3, 7, 7, 1, 12, 3, 4, 4, 2, 3, 2, 2, 4, 2, 1, 7, 7, 7, 6, 7, 7, 2, 9, 2],
[5, 0, 18, 20172, 2, 2, 5, 3, 8, 9, 12, 12, 1, 1, 1, 2, 1, 3, 2, 4, 2, 2, 5, 5, 4, 5, 4, 5, 2, 10, 2],
[9, 0, 16, 20182, 4, 1, 5, 3, 9, 9, 10, 12, 1, 3, 1, 1, 5, 1, 2, 4, 2, 5, 5, 5, 6, 4, 6, 5, 2, 9, 2],
[13, 0, 17, 20172, 2, 1, 3, 2, 9, 9, 7, 12, 2, 4, 2, 1, 5, 4, 2, 4, 2, 2, 7, 6, 6, 6, 5, 6, 3, 11, 3],
[13, 1, 16, 20172, 5, 3, 3, 3, 11, 11, 9, 12, 1, 4, 4, 2, 1, 2, 2, 1, 2, 2, 6, 7, 7, 6, 6, 6, 3, 12, 3],
[13, 0, 16, 20172, 2, 2, 3, 2, 8, 8, 1, 12, 1, 3, 1, 1, 5, 2, 2, 1, 2, 2, 6, 5, 6, 5, 5, 5, 2, 10, 2],
[1, 0, 19, 20182, 11, 3, 3, 3, 10, 10, 12, 12, 2, 1, 1, 2, 3, 3, 2, 4, 1, 2, 5, 4, 4, 4, 5, 4, 1, 9, 2],
[13, 0, 17, 20182, 2, 2, 3, 3, 10, 8, 1, 10, 1, 4, 4, 1, 2, 4, 2, 4, 2, 6, 6, 5, 5, 4, 5, 5, 2, 9, 2],
[1, 0, 16, 20172, 15, 1, 3, 2, 8, 8, 1, 12, 2, 1, 4, 2, 3, 3, 2, 4, 2, 2, 5, 4, 5, 5, 5, 5, 2, 8, 1],
[16, 1, 16, 20182, 5, 3, 3, 3, 9, 1, 3, 3, 2, 4, 4, 4, 1, 4, 1, 1, 2, 2, 5, 6, 5, 5, 5, 5, 3, 13, 3],
[7, 0, 16, 20182, 5, 2, 5, 2, 5, 9, 7, 12, 2, 1, 2, 1, 1, 4, 2, 1, 2, 2, 6, 6, 5, 4, 5, 5, 2, 10, 2],
[9, 1, 16, 20182, 14, 1, 3, 3, 9, 8, 5, 12, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 6, 5, 6, 5, 5, 5, 2, 11, 2]]

