[7, 1, 16, 20182, 15, 2, 3, 4, 8, 7, 1, 12, 2, 1, 1, 2, 3, 3, 2, 4, 2, 2, 5, 5, 5, 5, 5, 5, 2, 9, 2]
[9, 1, 17, 20172, 14, 1, 5, 2, 8, 8, 13, 12, 1, 2, 4, 3, 1, 3, 2, 1, 2, 2, 5, 4, 5, 4, 5, 5, 2, 9, 2]
[13, 0, 16, 20172, 5, 3, 5, 3, 9, 9, 4, 12, 3, 4, 4, 1, 1, 2, 2, 1, 2, 2, 7, 7, 7, 7, 6, 7, 3, 11, 3]
[1, 1, 17, 20182, 2, 2, 5, 2, 8, 8, 1, 12, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 6, 6, 6, 6, 5, 6, 2, 8, 1]
[7, 1, 16, 20182, 4, 3, 5, 4, 1, 1, 3, 12, 2, 1, 1, 1, 3, 2, 2, 1, 2, 2, 6, 6, 6, 5, 4, 5, 2, 10, 2]
[15, 0, 16, 20182, 5, 3, 3, 2, 9, 9, 13, 12, 3, 2, 4, 1, 1, 4, 2, 1, 2, 2, 7, 6, 6, 7, 6, 7, 3, 11, 3]
[13, 1, 18, 20182, 2, 2, 3, 3, 8, 9, 7, 10, 1, 1, 4, 3, 1, 1, 2, 1, 2, 2, 6, 5, 5, 6, 5, 6, 2, 9, 2]
[18, 0, 16, 20182, 5, 3, 3, 3, 9, 1, 11, 11, 1, 2, 2, 1, 3, 2, 1, 1, 2, 1, 6, 6, 6, 6, 6, 6, 3, 12, 3]
[13, 1, 17, 20182, 2, 2, 3, 3, 9, 9, 5, 12, 2, 4, 2, 2, 3, 4, 2, 4, 2, 2, 6, 6, 6, 6, 6, 6, 3, 11, 3]
[19, 1, 16, 20172, 31, 2, 5, 4, 10, 9, 9, 12, 2, 1, 4, 4, 1, 3, 2, 4, 2, 5, 5, 6, 5, 5, 4, 5, 2, 12, 3]
[18, 1, 17, 20172, 5, 3, 3, 2, 1, 1, 11, 11, 2, 4, 4, 4, 1, 3, 1, 1, 2, 1, 6, 6, 6, 6, 6, 6, 3, 13, 4]
[7, 1, 17, 20172, 2, 1, 3, 2, 10, 10, 13, 12, 1, 2, 2, 2, 1, 3, 2, 1, 2, 2, 6, 5, 5, 5, 5, 5, 2, 10, 2]
[13, 0, 16, 20172, 2, 1, 3, 2, 8, 9, 7, 9, 1, 4, 2, 1, 3, 3, 2, 4, 2, 2, 7, 6, 7, 6, 6, 6, 3, 11, 3]
[9, 0, 17, 20182, 6, 1, 3, 2, 9, 10, 12, 12, 1, 2, 4, 2, 1, 3, 2, 4, 2, 2, 5, 5, 5, 4, 4, 5, 2, 10, 2]
[7, 0, 17, 20182, 5, 2, 3, 2, 7, 10, 7, 12, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 4, 4, 4, 4, 5, 4, 2, 10, 2]
[15, 0, 16, 20172, 31, 1, 5, 3, 7, 9, 1, 12, 1, 1, 1, 1, 1, 2, 2, 4, 2, 2, 6, 6, 6, 6, 6, 6, 2, 10, 2]
[13, 0, 17, 20182, 2, 2, 3, 2, 9, 9, 10, 12, 2, 4, 4, 1, 3, 3, 2, 4, 2, 2, 7, 6, 6, 6, 5, 6, 2, 11, 3]
[3, 1, 18, 20182, 28, 1, 1, 2, 8, 8, 3, 12, 2, 1, 4, 1, 3, 1, 2, 4, 2, 5, 7, 5, 6, 6, 6, 6, 2, 10, 2]
[13, 1, 16, 20182, 2, 2, 5, 2, 9, 9, 5, 12, 1, 4, 2, 1, 1, 3, 2, 4, 2, 2, 5, 4, 5, 5, 6, 5, 3, 11, 3]
[16, 1, 17, 20172, 5, 3, 3, 2, 9, 9, 9, 12, 1, 1, 4, 1, 1, 4, 2, 1, 2, 2, 6, 5, 6, 6, 5, 6, 2, 12, 3]
[15, 0, 16, 20182, 14, 1, 3, 4, 7, 10, 1, 12, 2, 2, 4, 4, 3, 1, 2, 1, 1, 2, 6, 6, 6, 5, 4, 5, 2, 10, 2]
[13, 0, 17, 20182, 5, 3, 5, 3, 10, 9, 7, 3, 3, 1, 4, 1, 1, 3, 2, 4, 2, 2, 5, 5, 4, 4, 5, 5, 3, 12, 3]
[1, 1, 16, 20172, 4, 1, 7, 3, 9, 8, 4, 12, 1, 3, 1, 1, 5, 2, 2, 4, 2, 2, 6, 5, 4, 4, 5, 5, 2, 9, 2]
[13, 0, 17, 20182, 5, 3, 5, 2, 9, 9, 11, 12, 4, 4, 4, 2, 1, 2, 1, 1, 2, 1, 7, 6, 6, 6, 5, 6, 3, 10, 2]
[13, 0, 16, 20172, 5, 1, 5, 3, 11, 11, 5, 12, 2, 4, 4, 2, 2, 2, 2, 1, 2, 2, 7, 5, 6, 6, 5, 6, 2, 11, 3]
[9, 0, 17, 20172, 2, 2, 5, 2, 10, 10, 10, 12, 1, 4, 4, 2, 1, 1, 2, 1, 2, 2, 5, 4, 4, 4, 4, 4, 2, 10, 2]
[9, 0, 17, 20182, 2, 2, 3, 3, 9, 9, 5, 12, 1, 1, 4, 4, 1, 3, 2, 1, 2, 2, 6, 5, 5, 5, 5, 5, 2, 10, 2]
[1, 0, 18, 20182, 2, 1, 3, 3, 8, 8, 1, 12, 1, 1, 1, 1, 3, 3, 2, 1, 2, 2, 5, 4, 4, 4, 4, 4, 2, 8, 1]
